# SWEETS inside My Map circle (area1–area5)
# total=111
# columns: name	area	address	maps_link	delivery_apps	zomato_search	swiggy_search	rating	reviews
# delivery_apps: known chains / meal_delivery / review heuristics; always verify via zomato_search & swiggy_search

name	area	address	maps_link	delivery_apps	zomato_search	swiggy_search	rating	reviews
Bikaner Mithai Wala	area4	near NTR Statue Road, 13-6-815/A/2, main road, Bapu Nagar, Langar Houz, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJUzr_0FmWyzsRgzM-0_cqmHg	Possibly listed - verify via Zomato/Swiggy search links	https://www.zomato.com/hyderabad/restaurants?q=Bikaner%20Mithai%20Wala	https://www.swiggy.com/search?query=Bikaner%20Mithai%20Wala	4.2	67
Chand Bakery and sweet house	area4	Jhirra, Asif Nagar, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ2WHvxrSXyzsRw2UH7ekM5ks	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Chand%20Bakery%20and%20sweet%20house	https://www.swiggy.com/search?query=Chand%20Bakery%20and%20sweet%20house	4.4	25
Crystal Sweet And Bakery	area4	Pillar Number 102, 13-6-431/C/53, 2nd Floor, Pillar No.102, Mughal Nagar, Karwan Road, Ring, Road 13-6-431/C/53, 2nd Floor, Road, Ring, Road, Moghal Nagar, Gudimalkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJKarB__-WyzsR-4jgYqtIYhM	Possibly on Zomato/Swiggy (100+ Google reviews) - verify	https://www.zomato.com/hyderabad/restaurants?q=Crystal%20Sweet%20And%20Bakery	https://www.swiggy.com/search?query=Crystal%20Sweet%20And%20Bakery	4.1	304
Delhi Kulfi	area4	Shop No 28, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJsTw0CZeXyzsRTE9e1YR9X70	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Delhi%20Kulfi	https://www.swiggy.com/search?query=Delhi%20Kulfi		
Delhi Kulfi	area4	Pillar No 64, Kohinoor Kings Tower, Gudi Malkapur Road, Noor Ghat, Gudi Malkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ2RRUAFWXyzsRhSzmXAVmbHA	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Delhi%20Kulfi	https://www.swiggy.com/search?query=Delhi%20Kulfi		
ecent Bakery & Sweets	area4	489A, Tappa Chabutra Road, Kishan Nagar, Asif Nagar, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJL8KYOAqXyzsRYZJUmRbicso	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=ecent%20Bakery%20%26%20Sweets	https://www.swiggy.com/search?query=ecent%20Bakery%20%26%20Sweets		
Firdous sweets and bakers	area4	9/1, Bapu Nagar, Langar Houz, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJzc1ERACXyzsRYbdlBljD8rE	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Firdous%20sweets%20and%20bakers	https://www.swiggy.com/search?query=Firdous%20sweets%20and%20bakers	4.3	7
FIRE & ICE BAKERS & CONFECTIONARY	area4	S.No.9-1-364/5, Opp.Bapughat, Vijayashree Complex, Bapu Nagar, Langar Houz, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJxzcPFlmWyzsRKYGCa2tEBNM	Possibly on Zomato/Swiggy (100+ Google reviews) - verify	https://www.zomato.com/hyderabad/restaurants?q=FIRE%20%26%20ICE%20BAKERS%20%26%20CONFECTIONARY	https://www.swiggy.com/search?query=FIRE%20%26%20ICE%20BAKERS%20%26%20CONFECTIONARY	4	1415
G.M Bakers Sweet & Namkeens	area4	opposite to pakizah hotel, Karwan Sahu, Karwan, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ4cC08FSXyzsR4u4XLNVR9e4	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=G.M%20Bakers%20Sweet%20%26%20Namkeens	https://www.swiggy.com/search?query=G.M%20Bakers%20Sweet%20%26%20Namkeens	3.7	13
Hyderabad Sweets	area4	431/C/57, Karan singh Marg Rd, Karwan Rd, Gudimalkapur, Hyderabad, Telangana 500006, India	https://www.google.com/maps/place/?q=place_id:ChIJ1QsStaqXyzsRNa-A1iM3crA	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Hyderabad%20Sweets	https://www.swiggy.com/search?query=Hyderabad%20Sweets	4.2	15
K G N Sweet's And Bakers	area4	Shop No 7, Mehdipatnam, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJBZZNjRCXyzsR5xRQI6DfX3w	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=K%20G%20N%20Sweet%27s%20And%20Bakers	https://www.swiggy.com/search?query=K%20G%20N%20Sweet%27s%20And%20Bakers		
MADHUR SWEETS	area4	Pillar No 99, Attapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJKcnhlSmXyzsRgLfuv0B1qQE	Possibly on Zomato/Swiggy (100+ Google reviews) - verify	https://www.zomato.com/hyderabad/restaurants?q=MADHUR%20SWEETS	https://www.swiggy.com/search?query=MADHUR%20SWEETS	4.3	108
MAYAAB SWEETS & BAKERS	area4	India	https://www.google.com/maps/place/?q=place_id:ChIJ48BESgqXyzsR-eI4l2RJZOE	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=MAYAAB%20SWEETS%20%26%20BAKERS	https://www.swiggy.com/search?query=MAYAAB%20SWEETS%20%26%20BAKERS		
Milan Bakery & Sweet House	area4	9F94+XF4, near ICICI Atm, Puranapul Road, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ01ueR6eXyzsRM82T-wgb0mI	Possibly on Zomato/Swiggy (100+ Google reviews) - verify	https://www.zomato.com/hyderabad/restaurants?q=Milan%20Bakery%20%26%20Sweet%20House	https://www.swiggy.com/search?query=Milan%20Bakery%20%26%20Sweet%20House	4.3	200
Milan bakery & Sweet house	area4	9CGX+X5C, Tappa Chabutra Road, Jhirra, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJDY4EJzKXyzsRlfOZ6ZGnQmI	Possibly on Zomato/Swiggy (100+ Google reviews) - verify	https://www.zomato.com/hyderabad/restaurants?q=Milan%20bakery%20%26%20Sweet%20house	https://www.swiggy.com/search?query=Milan%20bakery%20%26%20Sweet%20house	4.1	728
MIRZA SWEET MAKER	area4	13-1-1235/207, Rani Avanthi Bai Colony, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJJQ9NfwCXyzsRPjrVA2vSPMg	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=MIRZA%20SWEET%20MAKER	https://www.swiggy.com/search?query=MIRZA%20SWEET%20MAKER		
NEW Bilal Sweet & Baker	area4	13-5-610/15, Tappa Chabutra Rd, Tappachabutra, Syed Ali Guda, Hyderabad, Telangana 500006, India	https://www.google.com/maps/place/?q=place_id:ChIJY94MPaGXyzsRCqbSofYs1w4	Possibly listed - verify via Zomato/Swiggy search links	https://www.zomato.com/hyderabad/restaurants?q=NEW%20Bilal%20Sweet%20%26%20Baker	https://www.swiggy.com/search?query=NEW%20Bilal%20Sweet%20%26%20Baker	4.4	92
