# RESTAURANTS inside My Map circle (area1–area5)
# total=1769
# columns: name	area	address	maps_link	delivery_apps	zomato_search	swiggy_search	rating	reviews
# delivery_apps: known chains / meal_delivery / review heuristics; always verify via zomato_search & swiggy_search

name	area	address	maps_link	delivery_apps	zomato_search	swiggy_search	rating	reviews
Haritha Restaurant	area1	99GH+HHH, Taramati Baradari Cultural Complex, Ibrahim Bagh, Gandipet Road, Gandipet, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ_0Bsl4CWyzsRJ3nqbkJiJv4	Possibly on Zomato/Swiggy (100+ Google reviews) - verify	https://www.zomato.com/hyderabad/restaurants?q=Haritha%20Restaurant	https://www.swiggy.com/search?query=Haritha%20Restaurant	3.6	599
hashtag KITCHEN	area1	995P+WWG, West End Colony Main Road, Westend Colony, Peeramcheru	https://www.google.com/maps/place/?q=place_id:ChIJFXL19HaWyzsRcQZho4i39j0	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=hashtag%20KITCHEN	https://www.swiggy.com/search?query=hashtag%20KITCHEN		
Hot chips	area1	999V+CV8, Kapila Nagar Colony, Bandlaguda Jagir	https://www.google.com/maps/place/?q=place_id:ChIJzQ4YEfyXyzsRhnxpHixdwq4	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Hot%20chips	https://www.swiggy.com/search?query=Hot%20chips		
Hyderabad Doner Kebabs	area1	Razia Manzil, Eidgha Road, Bhavani Nagar Colony, Peeramcheru	https://www.google.com/maps/place/?q=place_id:ChIJ6TxOFfeVyzsRE9t1N5IFRRo	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Hyderabad%20Doner%20Kebabs	https://www.swiggy.com/search?query=Hyderabad%20Doner%20Kebabs	5	1
IKANTA FOOD BOX	area1	India	https://www.google.com/maps/place/?q=place_id:ChIJexRISn-WyzsRYJgTFKxtThk	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=IKANTA%20FOOD%20BOX	https://www.swiggy.com/search?query=IKANTA%20FOOD%20BOX		
Image air condation	area1	More super, markit, Sun City, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJW6DAIMCXyzsRZM7eUnHfKiQ	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Image%20air%20condation	https://www.swiggy.com/search?query=Image%20air%20condation	5	6
InRaa Cafe	area1	PBEL City Road, Snehita Hills, Peeramcheru	https://www.google.com/maps/place/?q=place_id:ChIJE3uEegCVyzsRjow7t3nzAfs	Possibly listed - verify via Zomato/Swiggy search links	https://www.zomato.com/hyderabad/restaurants?q=InRaa%20Cafe	https://www.swiggy.com/search?query=InRaa%20Cafe	4.5	36
J C Reddys Chicken Market	area1	opp. Mitran Medical Hall, 22-5-66, Hydershakote, Gandamguda	https://www.google.com/maps/place/?q=place_id:ChIJDde7RnmWyzsRF_zIY3xnEJA	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=J%20C%20Reddys%20Chicken%20Market	https://www.swiggy.com/search?query=J%20C%20Reddys%20Chicken%20Market		
Jai Durga Bhavani Curry Point	area1	999R+HPC, Gandhamguda Road, Gayathri Nagar Colony, Madhavi Nagar, Hydershakote	https://www.google.com/maps/place/?q=place_id:ChIJO265lnuWyzsRl2gRz9PgcsE	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Jai%20Durga%20Bhavani%20Curry%20Point	https://www.swiggy.com/search?query=Jai%20Durga%20Bhavani%20Curry%20Point		
Jo's Chinese Food	area1	Gandhamguda Road, Hydershakote	https://www.google.com/maps/place/?q=place_id:ChIJGzwc-s6XyzsRnWYn8v8H83c	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Jo%27s%20Chinese%20Food	https://www.swiggy.com/search?query=Jo%27s%20Chinese%20Food		
